GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Salary
3.51,Mid-tier,Business,Midwest,2,2,3,Medium,LinkedIn,1,6,2,2,77323.0
3.16,Mid-tier,STEM,South,2,2,0,Large,Handshake,6,6,2,1,94864.0
3.46,Lower-tier,Healthcare,South,2,1,1,Large,Handshake,2,5,2,1,64049.0
3.7,Mid-tier,Healthcare,Northeast,3,5,3,Large,Indeed,2,27,2,1,82966.0
3.05,Mid-tier,STEM,Northeast,2,4,1,Medium,LinkedIn,6,56,2,1,91398.0
3.23,Mid-tier,Healthcare,West,1,0,2,Medium,Handshake,5,25,2,1,65900.0
2.72,Mid-tier,Business,Northeast,2,6,2,Large,LinkedIn,12,164,9,7,83271.0
3.24,Lower-tier,STEM,Northeast,1,0,1,Large,Indeed,12,192,5,3,73656.0
3.26,Top-tier,STEM,South,4,2,3,Small,LinkedIn,8,80,4,2,112948.0
3.03,Mid-tier,STEM,Northeast,3,1,1,Large,LinkedIn,8,24,2,2,86338.0
2.92,Mid-tier,STEM,Midwest,0,3,2,Small,Handshake,12,42,3,1,69305.0
3.33,Top-tier,Humanities,Midwest,2,2,3,Medium,LinkedIn,1,5,2,1,66324.0
3.22,Mid-tier,Arts,Northeast,0,2,6,Large,Indeed,12,154,6,6,58883.0
3.41,Lower-tier,Business,South,1,2,4,Medium,LinkedIn,7,57,2,2,78864.0
3.18,Lower-tier,STEM,Northeast,3,2,7,Large,LinkedIn,4,21,2,1,76574.0
3.89,Mid-tier,Humanities,South,0,0,0,Medium,LinkedIn,4,30,2,1,66214.0
3.18,Top-tier,Humanities,Northeast,2,4,3,Medium,LinkedIn,4,28,2,1,85447.0
3.62,Mid-tier,Business,West,1,4,3,Small,LinkedIn,9,64,4,3,91399.0
3.58,Mid-tier,STEM,Midwest,3,0,2,Large,Handshake,5,24,2,1,96619.0
3.93,Mid-tier,Business,West,3,4,3,Medium,LinkedIn,10,90,3,2,88157.0
3.63,Mid-tier,Healthcare,West,2,1,2,Large,LinkedIn,12,120,6,2,68431.0
3.95,Mid-tier,Humanities,Northeast,3,0,4,Large,LinkedIn,4,41,3,3,64214.0
3.77,Lower-tier,Humanities,West,1,1,2,Large,LinkedIn,9,85,4,1,62561.0
2.67,Lower-tier,STEM,South,0,2,4,Large,Indeed,4,72,3,1,72676.0
2.98,Lower-tier,STEM,South,2,1,3,Large,Handshake,7,52,3,1,84473.0
2.77,Lower-tier,STEM,Midwest,1,3,3,Small,Handshake,10,55,3,1,77110.0
3.1,Mid-tier,STEM,Midwest,3,4,3,Large,Indeed,9,106,5,1,92763.0
3.5,Lower-tier,STEM,Northeast,1,5,6,Small,Handshake,11,102,5,5,78533.0
3.53,Mid-tier,Humanities,Northeast,2,0,6,Medium,LinkedIn,11,128,6,4,73331.0
3.34,Lower-tier,STEM,Northeast,0,3,4,Small,Indeed,6,93,3,2,74701.0
3.05,Mid-tier,Business,Midwest,1,2,0,Large,Indeed,6,64,2,2,59575.0
2.4,Mid-tier,STEM,South,3,3,3,Large,Indeed,3,5,2,2,99410.0
2.9,Lower-tier,Humanities,West,3,2,3,Medium,Handshake,12,88,4,2,45940.0
3.72,Mid-tier,STEM,West,2,4,4,Medium,Handshake,12,32,2,2,95138.0
2.67,Mid-tier,Arts,South,1,5,8,Small,Indeed,6,130,5,5,48399.0
3.24,Top-tier,Business,Midwest,1,0,1,Small,Handshake,7,59,3,1,76922.0
3.85,Top-tier,Business,Northeast,1,1,3,Medium,LinkedIn,1,5,2,2,96881.0
3.11,Mid-tier,STEM,West,3,3,0,Large,LinkedIn,2,13,2,1,115878.0
3.74,Top-tier,STEM,Midwest,3,1,4,Medium,LinkedIn,5,35,2,1,106749.0
3.21,Mid-tier,Business,South,0,1,2,Large,Handshake,12,78,4,4,69942.0
2.56,Mid-tier,Business,Midwest,2,1,2,Large,LinkedIn,1,5,2,1,79917.0
4.0,Top-tier,STEM,Midwest,1,3,4,Small,LinkedIn,10,30,2,2,112681.0
2.74,Top-tier,STEM,South,1,1,2,Small,Indeed,10,110,6,3,82064.0
2.76,Lower-tier,Business,Northeast,0,0,4,Large,Indeed,9,64,4,1,60245.0
3.33,Lower-tier,Healthcare,Northeast,0,1,3,Large,Indeed,1,10,2,2,40721.0
2.48,Mid-tier,Business,Northeast,1,0,4,Large,LinkedIn,2,15,2,1,77137.0
3.41,Lower-tier,STEM,Midwest,1,0,7,Medium,LinkedIn,3,15,2,1,89273.0
3.07,Lower-tier,Business,Northeast,0,2,6,Small,Handshake,3,23,2,1,77826.0
2.96,Lower-tier,Humanities,West,2,2,1,Medium,LinkedIn,2,10,2,1,68891.0
3.8,Mid-tier,Business,Northeast,1,4,4,Large,LinkedIn,5,30,2,1,87647.0
3.12,Top-tier,Humanities,Midwest,1,4,0,Small,LinkedIn,9,81,5,4,71179.0
2.71,Top-tier,STEM,Northeast,4,5,2,Small,LinkedIn,1,8,2,1,101326.0
3.68,Top-tier,STEM,Northeast,5,2,4,Large,LinkedIn,11,108,2,1,117419.0
3.4,Mid-tier,STEM,Northeast,0,4,2,Small,Indeed,9,130,2,1,76828.0
3.04,Mid-tier,STEM,West,3,2,5,Small,Handshake,11,80,3,1,99153.0
3.83,Mid-tier,Business,South,1,1,3,Medium,LinkedIn,5,32,2,2,88649.0
3.09,Top-tier,Business,West,2,1,3,Small,LinkedIn,9,115,3,3,104544.0
3.67,Lower-tier,Healthcare,Northeast,0,1,5,Medium,Handshake,2,14,2,2,63223.0
3.0,Top-tier,STEM,West,5,0,3,Large,LinkedIn,2,6,2,1,117354.0
3.54,Lower-tier,STEM,Midwest,4,2,1,Small,Handshake,3,5,2,2,79734.0
3.32,Lower-tier,STEM,Northeast,2,1,9,Medium,Handshake,11,34,2,1,74916.0
3.88,Lower-tier,Humanities,West,0,2,2,Small,Handshake,7,37,2,1,55292.0
3.94,Mid-tier,STEM,Northeast,4,0,3,Small,Handshake,9,37,2,2,94792.0
3.32,Lower-tier,Healthcare,Northeast,1,1,2,Large,LinkedIn,12,10,2,1,73022.0
3.06,Mid-tier,STEM,West,3,1,1,Large,Handshake,3,5,2,2,90631.0
3.03,Mid-tier,Business,Midwest,3,5,2,Large,LinkedIn,4,48,2,2,91525.0
3.88,Lower-tier,Healthcare,West,1,0,3,Small,Handshake,11,16,2,2,74771.0
3.73,Mid-tier,Arts,Midwest,3,5,4,Small,Indeed,4,62,2,2,56959.0
3.02,Mid-tier,Healthcare,Midwest,1,1,9,Medium,LinkedIn,8,57,3,2,73124.0
3.84,Mid-tier,STEM,Midwest,1,3,2,Large,Indeed,8,169,3,3,83341.0
4.0,Top-tier,Business,Northeast,2,0,3,Small,Indeed,9,93,3,2,86451.0
3.3,Mid-tier,Healthcare,Northeast,2,6,3,Large,Handshake,6,21,2,2,66013.0
3.45,Lower-tier,STEM,Northeast,1,1,2,Small,LinkedIn,11,141,7,7,87205.0
2.93,Lower-tier,STEM,West,2,4,4,Small,Handshake,6,29,2,1,88159.0
2.95,Mid-tier,Healthcare,West,2,2,4,Medium,Handshake,10,86,2,1,68973.0
3.21,Mid-tier,Humanities,Midwest,0,1,5,Large,LinkedIn,4,31,2,1,49984.0
2.85,Mid-tier,STEM,Northeast,3,0,3,Medium,LinkedIn,10,78,3,2,82648.0
3.8,Mid-tier,Business,West,0,1,1,Small,LinkedIn,3,35,2,2,78187.0
2.28,Mid-tier,STEM,Midwest,2,3,2,Large,Handshake,5,20,2,2,80083.0
2.72,Mid-tier,Healthcare,South,1,2,0,Large,LinkedIn,3,32,2,1,63694.0
3.11,Lower-tier,Business,West,2,3,1,Small,Handshake,4,18,2,2,76528.0
2.72,Mid-tier,STEM,Midwest,3,3,3,Large,Handshake,1,5,2,1,79747.0
2.53,Mid-tier,Business,Northeast,2,4,5,Medium,Indeed,1,12,2,2,55264.0
2.64,Mid-tier,STEM,Northeast,1,0,5,Medium,Handshake,2,8,2,1,75803.0
3.55,Mid-tier,Business,Northeast,1,3,1,Medium,LinkedIn,7,59,3,2,80887.0
3.38,Top-tier,STEM,West,3,3,4,Medium,LinkedIn,12,152,5,4,97423.0
2.86,Top-tier,Healthcare,Northeast,1,4,4,Small,Handshake,7,54,2,1,66547.0
3.15,Top-tier,Healthcare,West,3,0,5,Small,Handshake,9,60,4,1,83354.0
3.67,Mid-tier,Healthcare,Northeast,0,3,3,Large,LinkedIn,7,53,3,2,73055.0
2.24,Mid-tier,Business,Northeast,0,1,4,Large,Handshake,3,5,2,1,70335.0
3.13,Top-tier,Humanities,Midwest,0,4,2,Small,LinkedIn,9,60,4,2,75010.0
3.22,Mid-tier,STEM,West,1,4,2,Medium,Indeed,9,84,5,1,77270.0
4.0,Mid-tier,Business,South,4,3,3,Large,LinkedIn,4,10,2,1,108361.0
2.75,Mid-tier,STEM,Midwest,1,3,3,Medium,LinkedIn,6,55,3,1,91204.0
3.71,Lower-tier,Business,Midwest,1,2,3,Medium,LinkedIn,10,86,5,2,72012.0
2.93,Mid-tier,STEM,West,3,0,4,Small,Handshake,7,40,3,1,100673.0
2.75,Lower-tier,STEM,Midwest,2,2,7,Medium,Indeed,2,23,2,1,79786.0
3.24,Mid-tier,Healthcare,West,0,6,1,Small,LinkedIn,12,110,5,5,66664.0
3.97,Lower-tier,Business,Northeast,2,3,3,Large,Indeed,10,133,6,5,66736.0
3.15,Top-tier,Business,Northeast,0,1,1,Small,LinkedIn,11,86,2,2,76145.0
2.67,Mid-tier,Business,Northeast,3,1,1,Large,LinkedIn,12,106,4,3,97737.0
2.9,Mid-tier,Business,Northeast,2,1,3,Large,Handshake,3,30,2,1,74608.0
3.94,Mid-tier,STEM,South,2,3,4,Medium,Indeed,12,118,2,2,89510.0
2.96,Lower-tier,Business,West,0,1,1,Large,LinkedIn,6,94,5,5,87741.0
2.83,Mid-tier,STEM,South,0,2,2,Small,LinkedIn,7,102,2,2,97121.0
3.42,Lower-tier,Business,Midwest,1,3,4,Medium,LinkedIn,11,137,6,3,75486.0
3.25,Lower-tier,STEM,Midwest,1,9,5,Medium,Handshake,2,9,2,1,88051.0
2.62,Top-tier,Business,Northeast,3,3,1,Medium,LinkedIn,5,44,3,1,79412.0
3.42,Mid-tier,Business,Northeast,1,2,6,Large,LinkedIn,12,104,6,1,73222.0
2.74,Lower-tier,Arts,South,1,2,2,Large,Indeed,12,122,6,5,49071.0
3.28,Mid-tier,STEM,Northeast,0,1,5,Large,Handshake,10,33,2,1,65352.0
3.18,Lower-tier,Arts,South,0,2,5,Small,Handshake,12,52,3,3,50898.0
3.03,Mid-tier,Healthcare,West,3,3,5,Medium,Handshake,8,9,2,2,68263.0
3.3,Mid-tier,Business,Northeast,1,2,4,Large,Indeed,12,148,4,3,62295.0
2.2,Lower-tier,Business,Northeast,4,3,4,Medium,LinkedIn,8,80,4,3,77701.0
3.15,Mid-tier,STEM,West,0,2,6,Large,Handshake,1,5,2,1,72805.0
2.56,Lower-tier,Healthcare,West,1,2,2,Medium,Handshake,6,24,2,1,58803.0
3.05,Lower-tier,Business,West,2,2,4,Large,Indeed,2,41,2,2,71247.0
3.06,Mid-tier,STEM,Northeast,0,1,4,Small,Handshake,3,5,2,2,74249.0
3.37,Mid-tier,Business,West,2,3,5,Large,LinkedIn,11,73,4,4,86401.0
3.72,Lower-tier,Business,West,1,6,4,Medium,Indeed,8,82,2,1,66024.0
3.36,Mid-tier,Business,West,1,3,1,Medium,Handshake,1,5,2,1,72237.0
3.64,Lower-tier,STEM,West,1,2,2,Medium,LinkedIn,6,29,2,1,95074.0
3.89,Top-tier,Business,Midwest,2,2,3,Small,LinkedIn,1,9,2,1,101176.0
3.23,Lower-tier,Business,Midwest,0,3,2,Large,LinkedIn,6,73,3,3,55222.0
3.62,Mid-tier,Business,Northeast,1,5,2,Large,Handshake,6,56,2,1,74129.0
3.2,Lower-tier,Business,South,1,1,4,Medium,Handshake,3,19,2,1,60999.0
3.32,Lower-tier,Humanities,South,3,2,6,Small,Indeed,6,93,4,4,59871.0
3.67,Top-tier,STEM,West,1,2,2,Medium,LinkedIn,11,88,4,3,100156.0
3.16,Top-tier,STEM,South,2,2,7,Medium,Handshake,6,5,2,1,86508.0
3.85,Top-tier,Business,Midwest,3,1,9,Medium,Indeed,12,188,8,4,72139.0
2.23,Mid-tier,Business,Northeast,1,3,2,Large,Handshake,5,41,3,2,66654.0
2.97,Lower-tier,STEM,Northeast,0,0,3,Medium,Handshake,12,46,2,2,72668.0
3.59,Top-tier,STEM,Midwest,0,4,2,Medium,Handshake,8,76,3,1,101082.0
3.15,Lower-tier,Humanities,South,2,3,0,Medium,LinkedIn,3,21,2,2,78873.0
3.51,Top-tier,STEM,West,1,4,3,Large,LinkedIn,1,9,2,2,93245.0
3.86,Top-tier,STEM,Northeast,1,2,4,Medium,LinkedIn,10,115,3,2,102481.0
2.66,Mid-tier,STEM,West,2,3,2,Large,LinkedIn,9,49,2,2,96923.0
3.24,Lower-tier,Healthcare,West,1,4,0,Large,Indeed,12,256,4,4,54162.0
3.14,Top-tier,Business,West,1,0,4,Medium,LinkedIn,6,58,3,3,73214.0
3.22,Mid-tier,STEM,Northeast,1,4,3,Large,Indeed,3,39,2,1,73880.0
3.57,Mid-tier,Business,Northeast,4,2,3,Large,LinkedIn,4,20,2,2,96063.0
3.78,Lower-tier,STEM,Northeast,3,0,5,Medium,LinkedIn,5,44,2,2,90152.0
2.83,Mid-tier,STEM,Midwest,1,1,3,Large,Indeed,2,34,2,2,69065.0
2.86,Lower-tier,STEM,West,3,1,4,Large,LinkedIn,6,38,2,1,103509.0
3.04,Lower-tier,Healthcare,Midwest,0,4,4,Medium,Indeed,10,171,8,1,35940.0
3.2,Lower-tier,STEM,West,1,1,2,Large,Handshake,7,47,3,2,89271.0
3.49,Mid-tier,STEM,Midwest,3,0,0,Large,LinkedIn,7,67,2,1,101594.0
4.0,Mid-tier,STEM,West,2,4,2,Medium,LinkedIn,5,40,3,3,93970.0
3.16,Mid-tier,STEM,West,2,2,3,Small,Handshake,3,13,2,2,72281.0
3.88,Top-tier,Business,West,1,2,4,Small,Handshake,1,5,2,1,83016.0
3.83,Top-tier,Business,South,2,1,4,Medium,Handshake,11,51,3,1,75134.0
3.66,Lower-tier,Business,West,4,3,4,Medium,LinkedIn,7,59,2,1,99242.0
3.16,Lower-tier,Business,Northeast,0,0,3,Large,LinkedIn,1,8,2,1,73135.0
3.6,Mid-tier,STEM,West,1,1,1,Medium,LinkedIn,4,34,2,1,85089.0
3.66,Mid-tier,STEM,South,0,2,2,Medium,Indeed,6,79,2,1,76949.0
3.0,Mid-tier,STEM,West,2,3,0,Small,Handshake,3,10,2,2,97530.0
3.31,Lower-tier,Healthcare,South,0,4,2,Large,Indeed,4,22,2,2,49636.0
3.38,Mid-tier,Arts,Northeast,1,1,2,Small,Handshake,11,51,2,1,69530.0
3.09,Top-tier,Business,South,3,1,2,Large,Indeed,4,62,4,4,77751.0
3.37,Mid-tier,Business,South,0,0,2,Small,LinkedIn,8,57,2,1,75474.0
3.54,Mid-tier,STEM,West,1,0,2,Small,LinkedIn,5,49,2,1,97472.0
3.84,Lower-tier,Business,Northeast,2,4,4,Medium,Handshake,3,11,2,2,72111.0
3.06,Mid-tier,Healthcare,West,1,1,5,Small,LinkedIn,1,14,2,1,64461.0
3.29,Mid-tier,STEM,South,1,3,4,Large,LinkedIn,11,66,3,1,99228.0
3.25,Mid-tier,Humanities,West,2,0,0,Medium,Handshake,2,6,2,2,68205.0
2.76,Lower-tier,Healthcare,Midwest,0,0,2,Small,Handshake,12,86,4,4,66738.0
2.47,Mid-tier,Humanities,Northeast,1,3,1,Medium,LinkedIn,7,5,2,1,67807.0
3.21,Mid-tier,STEM,Midwest,1,3,2,Medium,Indeed,10,196,9,1,69136.0
2.99,Mid-tier,Humanities,South,2,1,4,Large,Indeed,8,122,7,5,59615.0
3.65,Mid-tier,Humanities,South,2,4,0,Small,LinkedIn,6,31,2,2,92282.0
3.03,Mid-tier,STEM,Midwest,1,1,3,Small,Handshake,9,21,2,1,85893.0
2.92,Lower-tier,Business,Midwest,1,5,0,Small,Handshake,10,61,4,4,68289.0
3.46,Lower-tier,STEM,West,3,1,2,Medium,LinkedIn,1,6,2,1,105034.0
2.59,Lower-tier,Humanities,Northeast,1,1,6,Small,Indeed,9,205,10,5,58722.0
3.66,Mid-tier,Business,Northeast,0,1,4,Large,LinkedIn,10,46,2,1,86817.0
3.01,Mid-tier,STEM,Midwest,1,1,3,Medium,Indeed,11,71,4,3,73404.0
3.19,Top-tier,Humanities,Northeast,4,3,3,Large,LinkedIn,4,41,2,2,86917.0
2.98,Lower-tier,Humanities,Midwest,1,1,4,Small,LinkedIn,6,57,2,2,75945.0
3.51,Mid-tier,Business,West,3,1,2,Large,Handshake,6,32,2,2,72780.0
3.15,Lower-tier,STEM,West,1,1,1,Large,Indeed,1,10,2,1,74315.0
3.03,Top-tier,Business,South,3,0,0,Small,LinkedIn,4,20,2,2,116885.0
3.83,Lower-tier,STEM,South,3,4,2,Medium,LinkedIn,5,35,2,2,97542.0
2.76,Mid-tier,Healthcare,Northeast,0,4,5,Large,Indeed,9,121,4,2,43385.0
2.97,Top-tier,Humanities,Northeast,2,2,1,Small,LinkedIn,6,33,2,1,79385.0
3.64,Top-tier,Humanities,West,3,3,2,Small,LinkedIn,8,24,2,1,94800.0
3.33,Lower-tier,Healthcare,South,0,3,4,Medium,Indeed,2,20,2,2,48030.0
3.72,Lower-tier,Business,Northeast,0,2,1,Medium,LinkedIn,1,6,2,1,79756.0
2.94,Mid-tier,Healthcare,West,2,0,4,Small,LinkedIn,2,12,2,1,64031.0
3.08,Lower-tier,Humanities,West,2,2,0,Small,Handshake,11,14,2,2,60958.0
3.22,Lower-tier,Humanities,Midwest,1,2,0,Large,Handshake,11,29,2,2,53627.0
3.29,Mid-tier,Healthcare,West,2,3,6,Medium,Handshake,4,30,2,2,66870.0
3.05,Top-tier,Humanities,Midwest,0,2,2,Small,Handshake,4,13,2,2,65583.0
3.86,Lower-tier,STEM,South,0,2,3,Medium,Handshake,1,5,2,2,96414.0
3.23,Lower-tier,STEM,West,2,3,1,Large,Handshake,1,5,2,2,95219.0
3.06,Lower-tier,Humanities,Midwest,0,2,4,Large,Indeed,9,165,8,6,55934.0
3.5,Lower-tier,Humanities,West,3,5,1,Small,LinkedIn,10,130,3,3,76243.0
2.41,Lower-tier,Business,Midwest,0,4,4,Medium,Indeed,10,163,6,5,52012.0
3.92,Lower-tier,STEM,West,2,2,5,Large,Handshake,12,126,7,6,86351.0
3.65,Lower-tier,Business,South,2,3,6,Medium,Handshake,2,9,2,1,98506.0
2.68,Lower-tier,STEM,Midwest,4,1,1,Large,Handshake,9,33,2,2,76127.0
3.84,Lower-tier,Business,Northeast,2,2,2,Large,LinkedIn,3,29,2,2,102018.0
3.08,Mid-tier,Humanities,West,2,1,2,Medium,Handshake,12,28,2,1,69032.0
4.0,Mid-tier,Business,Midwest,0,4,3,Medium,Handshake,5,44,2,1,61769.0
3.4,Lower-tier,Business,South,1,0,2,Large,Handshake,12,46,2,2,80443.0
3.51,Mid-tier,STEM,West,0,2,2,Small,LinkedIn,7,19,2,1,103121.0
3.51,Mid-tier,Healthcare,Northeast,2,1,2,Large,LinkedIn,1,7,2,1,65413.0
3.08,Top-tier,Arts,West,1,1,1,Large,Handshake,4,10,2,1,66451.0
2.61,Mid-tier,STEM,Northeast,0,2,1,Large,Indeed,11,80,5,5,62742.0
4.0,Mid-tier,Humanities,West,1,1,3,Medium,Handshake,11,99,5,3,58592.0
3.68,Lower-tier,Healthcare,Northeast,2,4,7,Medium,LinkedIn,5,51,3,1,61831.0
2.82,Mid-tier,Healthcare,Northeast,1,3,3,Large,Handshake,8,41,2,1,54789.0
3.37,Top-tier,STEM,Northeast,1,1,3,Large,Indeed,3,45,3,1,102341.0
3.05,Mid-tier,Business,South,0,4,2,Medium,Indeed,12,100,4,2,70054.0
3.14,Mid-tier,Healthcare,Northeast,2,0,6,Large,Handshake,9,18,2,2,58544.0
3.53,Lower-tier,Business,Midwest,1,3,3,Large,LinkedIn,10,61,4,1,68519.0
3.24,Mid-tier,STEM,West,2,1,3,Large,Handshake,4,5,2,2,87171.0
2.96,Lower-tier,STEM,West,0,2,1,Small,Handshake,7,22,2,1,73810.0
2.91,Lower-tier,STEM,Midwest,2,3,7,Medium,LinkedIn,3,18,2,2,83773.0
3.0,Top-tier,Humanities,Midwest,0,0,1,Medium,Handshake,12,32,2,2,66330.0
3.52,Mid-tier,STEM,Northeast,2,3,4,Medium,Handshake,2,22,2,2,90740.0
2.73,Lower-tier,Humanities,Northeast,0,0,3,Large,Indeed,5,62,2,1,48999.0
3.16,Mid-tier,Healthcare,South,2,1,2,Large,Indeed,4,38,2,2,46057.0
3.59,Top-tier,STEM,Northeast,1,2,2,Large,Indeed,12,146,3,3,97367.0
3.48,Mid-tier,Business,South,3,1,2,Medium,LinkedIn,12,152,7,3,92989.0
3.39,Lower-tier,Business,South,0,0,4,Small,Handshake,7,14,2,2,72299.0
3.4,Mid-tier,STEM,West,2,1,6,Medium,LinkedIn,10,190,3,1,76448.0
3.29,Lower-tier,Humanities,Midwest,0,0,2,Large,Handshake,1,5,2,2,59252.0
3.79,Mid-tier,Business,Midwest,2,3,3,Large,Handshake,5,30,2,1,80845.0
3.51,Lower-tier,Humanities,South,3,3,1,Small,Handshake,6,18,2,1,87019.0
2.49,Mid-tier,STEM,Midwest,4,2,2,Medium,Handshake,12,114,4,4,89625.0
3.11,Mid-tier,Business,Midwest,2,0,3,Large,Indeed,11,249,2,1,70478.0
3.42,Top-tier,STEM,Northeast,1,1,0,Small,Handshake,7,60,3,3,92882.0
3.55,Mid-tier,STEM,West,2,3,2,Large,LinkedIn,12,114,2,2,93221.0
3.21,Mid-tier,Business,Midwest,0,0,0,Medium,Handshake,10,66,3,3,59423.0
3.44,Mid-tier,STEM,Northeast,0,0,3,Medium,Handshake,4,11,2,2,68632.0
2.87,Mid-tier,STEM,Midwest,3,2,3,Medium,LinkedIn,10,103,5,5,102554.0
2.92,Mid-tier,STEM,South,4,1,1,Large,LinkedIn,7,66,2,2,102444.0
4.0,Mid-tier,Healthcare,South,0,5,2,Small,Handshake,12,78,3,1,47952.0
3.41,Top-tier,Humanities,Midwest,3,2,6,Large,LinkedIn,5,63,4,3,96269.0
3.57,Top-tier,STEM,Midwest,3,1,3,Small,Indeed,6,71,3,2,97382.0
3.05,Top-tier,Healthcare,South,2,2,2,Medium,Handshake,2,13,2,1,73750.0
2.94,Mid-tier,STEM,Northeast,2,5,1,Large,Handshake,8,21,2,1,70619.0
3.8,Top-tier,STEM,West,2,1,2,Medium,LinkedIn,2,16,2,2,100527.0
2.73,Mid-tier,Business,Northeast,2,1,3,Large,Handshake,3,5,2,1,55930.0
3.12,Mid-tier,STEM,South,0,1,5,Small,Handshake,12,106,2,1,87035.0
2.82,Lower-tier,STEM,West,0,2,1,Medium,Indeed,5,35,2,2,70231.0
3.34,Mid-tier,Arts,South,1,4,0,Large,Handshake,12,54,2,2,54283.0
3.4,Mid-tier,Humanities,South,1,4,4,Large,LinkedIn,8,56,2,2,79311.0
3.61,Lower-tier,Healthcare,West,1,6,6,Medium,Indeed,3,23,2,1,71068.0
3.18,Lower-tier,STEM,Midwest,1,2,4,Large,LinkedIn,3,26,2,1,90034.0
3.58,Mid-tier,Business,West,0,1,2,Large,LinkedIn,6,46,2,1,63166.0
3.99,Top-tier,Healthcare,Northeast,1,1,5,Large,LinkedIn,12,106,5,3,63720.0
2.78,Lower-tier,STEM,Northeast,4,2,3,Small,Handshake,8,50,3,3,90317.0
2.77,Mid-tier,Business,South,1,2,3,Small,Indeed,12,166,8,8,62651.0
3.79,Lower-tier,Business,West,0,4,3,Large,LinkedIn,8,49,2,1,72526.0
3.52,Lower-tier,Business,Midwest,2,2,2,Medium,Indeed,6,62,4,3,63645.0
2.91,Mid-tier,STEM,South,2,3,3,Large,LinkedIn,9,42,2,1,85662.0
2.71,Mid-tier,Business,South,1,1,2,Small,Handshake,2,5,2,2,69506.0
3.18,Top-tier,STEM,South,2,2,4,Medium,LinkedIn,2,14,2,2,102449.0
2.42,Top-tier,STEM,West,1,5,4,Large,LinkedIn,7,110,6,2,105859.0
3.7,Mid-tier,STEM,Northeast,3,0,1,Small,Handshake,2,15,2,1,93632.0
3.44,Mid-tier,STEM,West,1,5,3,Large,Handshake,5,30,2,1,81572.0
3.05,Lower-tier,Humanities,Northeast,2,3,3,Large,Indeed,2,44,3,3,69604.0
2.99,Lower-tier,Business,Northeast,4,3,1,Medium,LinkedIn,5,73,2,2,89970.0
3.03,Lower-tier,Business,Northeast,3,2,2,Large,LinkedIn,6,59,2,1,81565.0
3.02,Mid-tier,STEM,Midwest,1,3,3,Small,Handshake,11,5,2,2,73333.0
2.9,Lower-tier,Business,Midwest,2,6,3,Medium,LinkedIn,8,65,2,2,87558.0
3.14,Lower-tier,STEM,South,1,4,1,Small,LinkedIn,4,75,4,4,81096.0
3.39,Top-tier,Healthcare,Midwest,0,2,0,Large,Handshake,11,75,3,2,65324.0
3.73,Mid-tier,STEM,Midwest,1,5,0,Large,Handshake,11,95,2,2,81972.0
3.93,Mid-tier,Arts,Northeast,0,3,1,Large,LinkedIn,7,68,3,1,63581.0
3.57,Lower-tier,STEM,Northeast,1,1,4,Small,Indeed,9,172,2,2,84066.0
2.84,Lower-tier,Business,Northeast,1,2,2,Medium,LinkedIn,9,106,6,4,58862.0
3.06,Mid-tier,STEM,Northeast,1,1,5,Large,LinkedIn,3,21,2,1,97536.0
3.57,Mid-tier,Humanities,Northeast,2,0,6,Large,LinkedIn,8,60,2,2,80210.0
2.72,Top-tier,STEM,South,3,3,3,Large,LinkedIn,2,13,2,1,86884.0
3.77,Mid-tier,Business,Midwest,2,3,3,Medium,Indeed,3,65,4,2,76053.0
3.29,Mid-tier,STEM,South,1,4,3,Medium,Handshake,10,58,3,2,68986.0
3.24,Mid-tier,STEM,Midwest,1,1,1,Medium,Handshake,9,60,2,2,77775.0
3.35,Mid-tier,STEM,South,0,0,3,Medium,Handshake,8,25,2,1,84359.0
2.68,Mid-tier,STEM,South,1,0,5,Medium,LinkedIn,1,9,2,1,93491.0
3.36,Lower-tier,Humanities,South,2,1,0,Large,Handshake,4,11,2,1,65482.0
4.0,Mid-tier,STEM,West,2,5,2,Medium,Indeed,11,159,5,1,78925.0
2.87,Top-tier,Healthcare,Midwest,2,3,4,Medium,Indeed,4,54,2,1,60312.0
3.12,Mid-tier,Healthcare,Midwest,0,2,4,Small,Handshake,4,33,2,2,59469.0
3.14,Lower-tier,Business,Northeast,3,1,5,Large,Handshake,7,10,2,2,70528.0
3.67,Lower-tier,Business,South,3,3,3,Large,LinkedIn,9,64,2,1,80749.0
3.57,Top-tier,Humanities,South,1,2,2,Large,LinkedIn,2,13,2,1,86731.0
3.15,Mid-tier,Humanities,West,2,1,1,Small,Handshake,1,6,2,2,58807.0
4.0,Lower-tier,Business,West,0,2,6,Small,Indeed,9,115,4,1,62057.0
3.87,Mid-tier,Business,Northeast,1,3,5,Medium,LinkedIn,12,110,5,2,91033.0
3.37,Mid-tier,Humanities,West,0,4,6,Medium,Indeed,6,113,6,4,64646.0
3.63,Mid-tier,Business,Northeast,0,5,2,Medium,LinkedIn,6,16,2,1,71359.0
3.21,Top-tier,Business,South,2,0,3,Large,Handshake,10,71,4,3,93733.0
3.2,Lower-tier,Business,South,2,1,1,Small,Handshake,11,77,4,1,75724.0
3.48,Mid-tier,STEM,West,2,2,3,Small,Handshake,1,5,2,1,80231.0
