GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received,Offer_Salary
2.9,Mid-tier,Healthcare,South,2,1,10,Medium,Indeed,5,40,3,2,,
3.93,Mid-tier,Humanities,West,4,4,2,Large,LinkedIn,6,9,2,1,,
3.18,Lower-tier,STEM,South,1,4,3,Medium,LinkedIn,8,64,1,0,,
3.47,Top-tier,Arts,Northeast,3,2,3,Medium,LinkedIn,12,130,6,4,,
2.79,Mid-tier,Healthcare,South,2,2,3,Medium,Handshake,3,13,3,0,,
3.17,Top-tier,Business,South,1,2,5,Medium,Indeed,6,66,1,0,,
3.47,Mid-tier,STEM,Northeast,3,2,2,Medium,Handshake,4,17,2,2,,
3.19,Top-tier,STEM,South,1,1,0,Large,Handshake,11,82,4,3,,
3.1,Lower-tier,Business,Northeast,3,3,2,Large,LinkedIn,11,128,7,5,,
3.55,Top-tier,STEM,South,5,5,4,Large,LinkedIn,3,6,2,2,,
2.97,Mid-tier,STEM,West,0,3,1,Large,Indeed,12,232,4,0,,
3.17,Mid-tier,Business,South,3,2,4,Small,Indeed,7,122,3,0,,
3.47,Lower-tier,STEM,Northeast,1,2,6,Small,Indeed,11,166,0,0,,
3.55,Mid-tier,STEM,South,0,4,4,Large,LinkedIn,1,5,2,1,,
3.74,Lower-tier,Healthcare,Northeast,1,1,4,Small,Handshake,10,25,2,0,,
2.62,Mid-tier,Business,Northeast,3,1,2,Medium,Handshake,11,33,2,2,,
3.88,Mid-tier,Business,West,0,3,1,Large,LinkedIn,11,154,5,3,,
2.77,Mid-tier,Business,Midwest,0,4,2,Large,Indeed,3,38,1,1,,
3.19,Mid-tier,STEM,West,0,2,2,Medium,Handshake,10,33,2,2,,
3.44,Mid-tier,Humanities,South,3,1,4,Medium,Handshake,2,6,2,1,,
2.67,Mid-tier,Business,South,4,1,5,Medium,Handshake,4,35,2,1,,
2.8,Mid-tier,STEM,Northeast,2,1,2,Medium,Handshake,10,5,2,1,,
3.33,Mid-tier,Business,South,0,1,4,Small,Handshake,5,25,2,1,,
2.96,Lower-tier,Arts,West,1,1,2,Medium,LinkedIn,9,118,5,0,,
3.39,Lower-tier,STEM,West,4,0,3,Large,Indeed,9,171,6,6,,
3.73,Mid-tier,Business,West,2,2,2,Medium,Indeed,4,60,2,1,,
3.4,Top-tier,Business,South,1,3,3,Large,Indeed,6,108,1,0,,
2.9,Mid-tier,Healthcare,South,3,4,1,Medium,Indeed,8,101,3,0,,
3.69,Top-tier,Healthcare,Midwest,0,2,2,Large,LinkedIn,8,92,4,0,,
2.49,Mid-tier,STEM,South,1,1,5,Medium,Indeed,12,262,3,1,,
2.71,Lower-tier,Humanities,West,0,4,2,Medium,Indeed,4,42,0,0,,
2.38,Lower-tier,STEM,West,0,2,2,Medium,LinkedIn,8,92,4,1,,
3.27,Mid-tier,Arts,Northeast,0,2,3,Small,Handshake,2,13,0,0,,
3.49,Mid-tier,Humanities,West,0,3,2,Medium,LinkedIn,7,58,2,1,,
3.49,Mid-tier,Healthcare,West,0,3,2,Medium,Handshake,12,42,3,2,,
3.58,Top-tier,Business,South,1,2,2,Large,Indeed,5,44,3,1,,
3.37,Mid-tier,Business,Midwest,0,2,3,Medium,Handshake,6,14,0,0,,
3.46,Lower-tier,Humanities,Northeast,0,0,3,Small,Handshake,8,69,6,2,,
2.99,Mid-tier,Healthcare,West,1,0,3,Small,Handshake,10,60,6,2,,
3.22,Mid-tier,Business,West,0,0,2,Large,Handshake,7,35,3,0,,
3.21,Mid-tier,Healthcare,Northeast,0,2,2,Small,LinkedIn,6,26,2,1,,
2.16,Lower-tier,STEM,South,4,4,3,Medium,Indeed,9,207,8,5,,
2.6,Mid-tier,Healthcare,Midwest,0,3,2,Small,Handshake,1,5,2,2,,
3.33,Top-tier,Business,Midwest,1,2,2,Large,LinkedIn,12,126,5,2,,
3.22,Lower-tier,Healthcare,Northeast,1,1,3,Medium,Indeed,1,11,2,1,,
3.62,Mid-tier,Business,West,3,3,3,Large,Handshake,11,27,1,0,,
3.82,Lower-tier,Business,South,2,4,0,Medium,LinkedIn,7,23,0,0,,
2.77,Mid-tier,Healthcare,Midwest,1,3,1,Small,Handshake,9,78,4,3,,
3.39,Mid-tier,STEM,Midwest,3,2,3,Medium,Handshake,1,5,2,1,,
2.81,Mid-tier,Humanities,South,0,4,6,Medium,Handshake,6,25,2,0,,
2.91,Lower-tier,Humanities,Midwest,0,0,3,Large,Handshake,7,5,2,1,,
2.73,Lower-tier,STEM,South,2,1,0,Large,LinkedIn,10,113,4,1,,
2.8,Lower-tier,Business,West,3,3,1,Large,LinkedIn,5,27,0,0,,
3.04,Mid-tier,Humanities,Midwest,0,5,1,Large,LinkedIn,8,70,5,2,,
2.79,Mid-tier,STEM,West,1,2,4,Medium,Indeed,2,23,1,0,,
3.62,Mid-tier,Business,South,1,2,5,Small,Indeed,4,34,1,0,,
3.09,Mid-tier,STEM,South,2,0,3,Small,Indeed,9,81,0,0,,
3.2,Lower-tier,Business,Northeast,3,2,1,Large,LinkedIn,3,24,2,1,,
3.07,Mid-tier,Humanities,South,0,4,2,Medium,Indeed,6,50,0,0,,
3.87,Lower-tier,Healthcare,South,0,0,3,Large,LinkedIn,11,93,7,3,,
3.31,Lower-tier,Business,Midwest,1,4,2,Medium,Handshake,8,74,2,2,,
3.54,Mid-tier,Business,Northeast,3,2,1,Medium,Handshake,7,80,3,2,,
3.15,Mid-tier,STEM,Northeast,3,0,4,Medium,Indeed,12,178,1,0,,
2.95,Mid-tier,Humanities,Northeast,1,5,3,Medium,LinkedIn,1,5,0,0,,
2.6,Lower-tier,Business,South,2,3,5,Large,Indeed,1,14,0,0,,
3.43,Mid-tier,Business,Northeast,0,3,2,Large,Indeed,11,216,4,4,,
4.0,Lower-tier,Business,West,0,1,8,Large,LinkedIn,5,9,0,0,,
3.82,Mid-tier,STEM,Northeast,1,1,4,Large,Handshake,9,25,2,0,,
2.83,Mid-tier,Healthcare,Midwest,1,5,1,Medium,Handshake,3,22,3,2,,
3.68,Mid-tier,Humanities,South,2,3,7,Small,Handshake,6,12,2,2,,
2.86,Lower-tier,STEM,West,1,4,6,Large,Handshake,4,23,2,2,,
2.22,Lower-tier,Business,Northeast,4,2,0,Large,LinkedIn,1,7,2,1,,
3.13,Lower-tier,Healthcare,Midwest,0,1,0,Medium,Indeed,3,57,0,0,,
3.33,Lower-tier,STEM,Midwest,2,0,3,Medium,LinkedIn,5,54,6,5,,
3.69,Mid-tier,Healthcare,Northeast,0,2,4,Medium,LinkedIn,8,104,2,0,,
2.9,Mid-tier,Humanities,West,1,1,3,Small,Handshake,2,16,2,1,,
3.52,Top-tier,Healthcare,West,0,2,1,Medium,Indeed,2,35,1,0,,
3.1,Top-tier,Healthcare,South,0,3,1,Medium,Indeed,3,9,0,0,,
3.24,Top-tier,Humanities,South,0,2,3,Medium,LinkedIn,7,74,3,0,,
2.61,Mid-tier,Business,Northeast,1,5,4,Medium,Handshake,9,64,8,5,,
3.05,Lower-tier,Business,West,2,2,4,Large,Indeed,2,41,2,2,,
3.88,Mid-tier,STEM,South,3,1,1,Small,Indeed,4,34,2,2,,
3.41,Mid-tier,Humanities,Northeast,0,2,1,Large,Handshake,5,5,0,0,,
3.22,Mid-tier,STEM,South,2,1,5,Medium,LinkedIn,4,54,4,1,,
3.03,Lower-tier,Humanities,Northeast,0,4,2,Small,LinkedIn,9,55,0,0,,
3.39,Mid-tier,STEM,Northeast,4,1,4,Large,Indeed,1,12,0,0,,
3.59,Top-tier,Humanities,Northeast,3,1,3,Large,Handshake,12,5,0,0,,
2.81,Lower-tier,Arts,Midwest,0,2,5,Small,Handshake,2,14,0,0,,
2.84,Mid-tier,STEM,South,2,2,3,Small,Indeed,11,100,2,0,,
2.48,Mid-tier,Business,Midwest,2,2,2,Medium,LinkedIn,11,91,5,2,,
3.37,Mid-tier,STEM,Northeast,1,1,3,Large,Indeed,8,140,2,1,,
2.94,Top-tier,Healthcare,Northeast,1,1,3,Medium,Handshake,1,5,2,1,,
3.88,Lower-tier,STEM,South,0,3,3,Small,Handshake,12,36,3,0,,
3.33,Mid-tier,Business,Midwest,0,1,1,Small,LinkedIn,12,166,9,1,,
3.13,Lower-tier,Business,Midwest,2,3,0,Large,Handshake,8,41,2,2,,
3.67,Mid-tier,STEM,Northeast,2,2,5,Large,Handshake,4,22,3,1,,
3.13,Top-tier,STEM,South,2,3,2,Medium,Indeed,7,91,0,0,,
4.0,Mid-tier,Business,Northeast,2,3,2,Large,Indeed,8,41,1,0,,
3.35,Mid-tier,STEM,Midwest,1,4,5,Small,Indeed,6,78,1,0,,
3.59,Lower-tier,Arts,Midwest,0,5,4,Medium,Handshake,5,25,2,0,,
3.17,Top-tier,STEM,South,0,1,2,Medium,LinkedIn,2,17,0,0,,
2.92,Top-tier,STEM,South,0,2,3,Medium,LinkedIn,5,18,2,1,,
2.83,Mid-tier,Business,South,1,2,1,Medium,Indeed,12,220,3,2,,
3.28,Mid-tier,Arts,South,1,2,1,Medium,Indeed,9,78,1,0,,
3.22,Mid-tier,STEM,South,2,2,1,Medium,Handshake,10,60,5,2,,
2.99,Mid-tier,Business,Midwest,3,4,2,Medium,Indeed,3,61,4,4,,
2.65,Top-tier,STEM,Midwest,3,3,1,Medium,LinkedIn,1,6,1,0,,
3.52,Lower-tier,Business,Northeast,1,5,3,Large,Handshake,4,32,2,1,,
2.82,Mid-tier,STEM,Midwest,2,1,3,Large,Indeed,5,119,3,0,,
2.97,Lower-tier,STEM,Northeast,2,3,2,Medium,LinkedIn,9,63,2,2,,
2.73,Mid-tier,Humanities,Northeast,2,2,3,Medium,Indeed,7,95,3,3,,
3.54,Mid-tier,Humanities,Midwest,0,1,2,Medium,Handshake,2,8,2,2,,
3.72,Top-tier,Humanities,Northeast,0,3,0,Large,LinkedIn,11,89,3,2,,
2.0,Lower-tier,STEM,South,1,0,2,Medium,Handshake,10,20,2,2,,
3.14,Mid-tier,Arts,Northeast,1,0,5,Medium,LinkedIn,4,51,4,0,,
3.08,Lower-tier,STEM,West,1,1,4,Small,Handshake,2,6,1,0,,
2.48,Mid-tier,STEM,West,1,1,4,Large,LinkedIn,10,106,1,1,,
3.56,Mid-tier,Humanities,Midwest,2,1,3,Medium,Handshake,5,35,2,0,,
2.78,Lower-tier,Business,South,0,1,3,Large,LinkedIn,12,46,1,0,,
3.58,Mid-tier,Business,Midwest,0,3,3,Large,Handshake,10,31,2,1,,
2.9,Mid-tier,Humanities,Northeast,0,3,4,Large,LinkedIn,10,121,6,4,,
2.99,Lower-tier,Business,Midwest,2,2,3,Small,Handshake,9,36,3,0,,
3.26,Lower-tier,STEM,Northeast,2,2,5,Medium,Indeed,7,38,1,0,,
2.74,Mid-tier,Humanities,South,0,2,4,Medium,LinkedIn,11,104,5,3,,
2.82,Lower-tier,STEM,Northeast,2,1,4,Large,Indeed,10,105,2,2,,
3.16,Mid-tier,Business,South,2,1,3,Medium,Indeed,8,146,4,2,,
3.13,Mid-tier,Healthcare,South,1,2,0,Small,Handshake,7,39,2,1,,
2.85,Mid-tier,Arts,Northeast,0,2,1,Large,LinkedIn,12,98,3,1,,
3.04,Top-tier,Healthcare,West,1,4,2,Large,Handshake,3,21,2,2,,
3.31,Lower-tier,STEM,West,2,1,1,Large,Handshake,2,9,1,0,,
3.76,Mid-tier,Humanities,South,1,1,2,Large,LinkedIn,12,114,5,1,,
3.75,Lower-tier,Healthcare,Northeast,2,2,4,Large,Handshake,11,58,2,1,,
3.74,Mid-tier,Business,Midwest,0,2,1,Medium,LinkedIn,12,82,3,3,,
3.76,Lower-tier,Business,South,1,1,1,Large,LinkedIn,11,51,2,2,,
3.09,Lower-tier,Business,Northeast,3,4,2,Large,Indeed,7,36,1,0,,
3.74,Top-tier,Healthcare,South,2,2,4,Large,LinkedIn,1,8,2,1,,
3.68,Lower-tier,STEM,Midwest,0,0,1,Small,LinkedIn,12,88,5,1,,
4.0,Top-tier,STEM,South,5,1,2,Medium,LinkedIn,4,52,3,1,,
3.32,Mid-tier,STEM,Northeast,2,2,5,Large,LinkedIn,10,83,4,2,,
3.65,Mid-tier,Humanities,Midwest,0,2,3,Large,LinkedIn,4,39,2,1,,
3.71,Lower-tier,Healthcare,Midwest,0,1,2,Medium,LinkedIn,5,38,1,0,,
2.63,Mid-tier,Humanities,Northeast,0,1,3,Small,Handshake,11,12,0,0,,
3.1,Mid-tier,Business,West,3,1,2,Medium,Handshake,10,50,4,1,,
3.44,Mid-tier,STEM,West,3,1,5,Large,Handshake,1,5,2,2,,
3.34,Lower-tier,STEM,West,0,1,2,Large,Indeed,10,38,2,2,,
2.53,Mid-tier,Healthcare,West,2,0,3,Medium,LinkedIn,6,5,0,0,,
2.84,Mid-tier,Healthcare,Northeast,2,1,6,Medium,LinkedIn,4,33,1,0,,
3.04,Mid-tier,STEM,West,3,4,1,Large,LinkedIn,5,28,2,1,,
3.8,Lower-tier,STEM,West,0,4,3,Large,LinkedIn,3,16,2,2,,
3.26,Mid-tier,STEM,Northeast,2,3,1,Large,LinkedIn,8,38,2,1,,
2.66,Mid-tier,Healthcare,South,1,1,2,Large,Indeed,3,44,0,0,,
2.8,Lower-tier,STEM,Northeast,0,2,2,Medium,Indeed,8,34,0,0,,
3.25,Mid-tier,Business,Midwest,1,3,4,Small,Indeed,6,67,0,0,,
3.36,Mid-tier,STEM,Northeast,1,3,1,Small,LinkedIn,11,62,2,1,,
3.41,Lower-tier,STEM,Midwest,3,4,4,Small,Handshake,8,18,2,1,,
3.04,Top-tier,STEM,South,1,3,0,Large,LinkedIn,4,30,1,0,,
3.81,Mid-tier,STEM,Northeast,1,1,2,Medium,LinkedIn,8,65,4,1,,
2.89,Lower-tier,STEM,South,0,2,4,Small,LinkedIn,8,78,5,1,,
4.0,Lower-tier,Business,South,1,2,1,Medium,Handshake,5,15,1,1,,
3.92,Mid-tier,Business,South,2,3,3,Medium,Handshake,11,99,10,4,,
3.6,Lower-tier,STEM,Northeast,0,3,0,Large,Handshake,5,17,1,0,,
3.81,Mid-tier,Humanities,Midwest,0,1,4,Medium,Indeed,10,158,2,1,,
2.63,Mid-tier,Humanities,South,1,4,3,Large,Indeed,12,108,1,0,,
3.52,Lower-tier,Business,South,4,2,1,Medium,LinkedIn,9,102,2,1,,
2.9,Top-tier,Arts,Northeast,0,1,3,Large,Indeed,10,91,1,0,,
2.71,Mid-tier,Humanities,Northeast,1,6,2,Large,LinkedIn,6,19,0,0,,
4.0,Lower-tier,Business,Midwest,3,2,1,Medium,LinkedIn,12,28,2,2,,
3.27,Mid-tier,STEM,South,1,2,4,Large,Indeed,4,31,1,0,,
3.03,Mid-tier,Business,South,1,2,3,Large,LinkedIn,2,26,2,1,,
3.14,Lower-tier,Healthcare,South,1,1,2,Small,Handshake,11,82,5,1,,
3.27,Mid-tier,Business,South,4,0,2,Large,LinkedIn,2,9,1,0,,
3.71,Mid-tier,Healthcare,South,1,0,2,Medium,Indeed,10,208,1,1,,
2.9,Lower-tier,Business,Midwest,2,1,4,Medium,LinkedIn,10,68,1,0,,
2.98,Mid-tier,Business,West,3,3,6,Medium,LinkedIn,1,9,2,1,,
3.7,Lower-tier,Healthcare,Northeast,4,1,2,Small,LinkedIn,7,8,2,1,,
2.64,Lower-tier,Business,South,1,1,4,Large,LinkedIn,6,33,3,2,,
3.55,Mid-tier,Humanities,West,0,3,2,Small,Handshake,7,5,0,0,,
3.27,Mid-tier,Business,Midwest,4,0,0,Large,LinkedIn,8,65,3,3,,
3.35,Lower-tier,STEM,Northeast,2,3,5,Medium,Handshake,7,33,4,1,,
2.37,Lower-tier,STEM,West,0,3,9,Large,LinkedIn,10,121,2,1,,
3.98,Mid-tier,Business,West,2,0,1,Large,LinkedIn,2,17,2,1,,
2.88,Lower-tier,STEM,Midwest,0,2,2,Medium,Indeed,5,118,4,3,,
3.23,Mid-tier,Business,West,0,1,1,Medium,LinkedIn,5,14,1,1,,
3.22,Mid-tier,STEM,Midwest,0,0,2,Small,LinkedIn,4,22,2,1,,
2.66,Lower-tier,STEM,West,0,0,4,Large,Handshake,11,31,1,1,,
3.71,Lower-tier,Business,Midwest,2,3,1,Small,LinkedIn,7,59,2,1,,
2.91,Mid-tier,STEM,Midwest,4,1,5,Medium,Handshake,4,5,2,1,,
3.0,Lower-tier,Humanities,South,2,4,4,Small,Handshake,5,38,3,0,,
3.01,Lower-tier,STEM,South,0,1,3,Large,Handshake,10,41,4,1,,
2.9,Mid-tier,Humanities,West,0,4,7,Large,Handshake,3,13,2,0,,
2.93,Mid-tier,Business,South,2,2,3,Large,Handshake,9,40,2,1,,
3.19,Lower-tier,Business,Midwest,1,1,3,Small,LinkedIn,2,10,2,1,,
3.16,Mid-tier,Business,South,2,1,5,Large,LinkedIn,12,132,6,3,,
2.62,Lower-tier,STEM,West,0,3,5,Medium,Indeed,11,172,9,7,,
3.47,Top-tier,STEM,Northeast,1,2,5,Medium,LinkedIn,1,5,0,0,,
3.71,Lower-tier,Arts,Northeast,0,0,6,Large,Handshake,7,26,2,1,,
3.44,Mid-tier,STEM,West,0,1,0,Medium,Handshake,10,93,10,3,,
3.48,Mid-tier,Arts,Northeast,1,1,3,Large,Indeed,10,126,0,0,,
3.58,Top-tier,Humanities,Midwest,1,2,5,Large,LinkedIn,7,78,4,2,,
2.59,Lower-tier,Humanities,Northeast,1,1,6,Large,Indeed,8,116,2,1,,
2.98,Mid-tier,Healthcare,Midwest,0,3,3,Small,Handshake,4,40,4,1,,
3.1,Lower-tier,STEM,West,1,4,3,Small,Handshake,5,25,2,2,,
2.0,Lower-tier,Humanities,South,0,3,1,Medium,Handshake,3,5,1,0,,
3.67,Lower-tier,Healthcare,West,1,0,1,Medium,LinkedIn,12,38,1,0,,
4.0,Mid-tier,Business,West,1,4,4,Small,Handshake,8,52,2,1,,
3.31,Mid-tier,STEM,West,0,2,2,Medium,LinkedIn,7,94,8,4,,
2.67,Mid-tier,Business,Midwest,1,2,5,Large,LinkedIn,10,33,0,0,,
2.99,Mid-tier,Healthcare,South,0,1,1,Large,LinkedIn,5,95,3,3,,
3.36,Top-tier,STEM,Northeast,0,1,3,Small,Indeed,7,155,3,1,,
3.7,Top-tier,Healthcare,Northeast,2,2,4,Medium,LinkedIn,10,40,3,3,,
2.93,Mid-tier,Humanities,South,0,4,3,Large,LinkedIn,12,172,5,2,,
2.9,Lower-tier,Healthcare,South,1,1,1,Medium,Handshake,9,40,3,1,,
3.24,Lower-tier,STEM,Northeast,0,1,5,Small,Indeed,11,161,2,2,,
3.57,Lower-tier,STEM,West,0,2,6,Large,Indeed,6,76,0,0,,
3.86,Top-tier,Healthcare,Northeast,0,1,4,Medium,LinkedIn,3,27,2,0,,
4.0,Mid-tier,STEM,South,1,0,5,Large,Handshake,10,120,6,2,,
3.01,Lower-tier,STEM,South,0,0,3,Large,LinkedIn,1,13,0,0,,
3.08,Top-tier,Business,Midwest,2,6,0,Large,Indeed,6,85,0,0,,
2.74,Mid-tier,Business,Northeast,0,6,4,Medium,LinkedIn,2,8,1,0,,
2.19,Mid-tier,STEM,South,1,0,4,Medium,Indeed,6,63,0,0,,
3.17,Lower-tier,Healthcare,Midwest,0,2,3,Medium,Indeed,5,70,0,0,,
2.72,Top-tier,Business,West,3,0,5,Medium,Indeed,2,19,0,0,,
2.72,Mid-tier,STEM,South,0,3,3,Small,Handshake,2,12,2,2,,
3.13,Lower-tier,Business,South,0,3,2,Small,Handshake,2,12,0,0,,
3.24,Mid-tier,STEM,Northeast,0,1,4,Medium,Indeed,8,150,2,0,,
3.44,Mid-tier,STEM,West,2,2,2,Medium,Indeed,3,50,0,0,,
2.88,Top-tier,STEM,Midwest,5,2,3,Large,Handshake,12,32,1,0,,
2.41,Lower-tier,Humanities,West,2,2,1,Small,Handshake,8,34,3,1,,
3.09,Mid-tier,STEM,West,2,1,0,Large,LinkedIn,8,77,3,3,,
2.9,Mid-tier,Healthcare,West,3,1,6,Large,LinkedIn,4,31,1,0,,
3.23,Lower-tier,Humanities,West,0,1,2,Large,Handshake,9,81,3,3,,
3.1,Mid-tier,Arts,West,0,4,3,Medium,LinkedIn,12,98,8,2,,
2.84,Mid-tier,Business,Midwest,1,2,5,Large,Handshake,1,6,1,0,,
2.37,Top-tier,Arts,South,2,1,2,Small,Indeed,4,79,2,2,,
2.97,Lower-tier,STEM,Midwest,2,2,5,Large,LinkedIn,3,41,1,0,,
2.98,Lower-tier,STEM,Midwest,0,5,1,Large,Indeed,10,141,1,1,,
3.28,Lower-tier,STEM,South,2,6,1,Small,Handshake,2,13,1,1,,
3.25,Mid-tier,STEM,Midwest,1,1,5,Medium,LinkedIn,2,28,1,0,,
3.52,Top-tier,Healthcare,Midwest,2,1,1,Medium,LinkedIn,7,66,2,0,,
2.93,Lower-tier,Healthcare,South,1,0,5,Small,Indeed,1,16,1,0,,
3.64,Mid-tier,Business,West,1,3,3,Large,LinkedIn,11,102,5,3,,
2.95,Lower-tier,STEM,Midwest,3,0,6,Medium,Indeed,8,130,1,0,,
2.74,Lower-tier,Business,Midwest,2,0,5,Medium,LinkedIn,8,85,4,2,,
4.0,Lower-tier,Healthcare,Northeast,1,0,4,Large,LinkedIn,8,89,5,2,,
2.94,Lower-tier,STEM,Midwest,1,1,5,Small,Handshake,11,7,2,0,,
3.0,Top-tier,Business,South,1,1,5,Large,Handshake,1,5,2,1,,
3.05,Mid-tier,Business,West,0,2,2,Large,LinkedIn,12,166,9,2,,
3.79,Mid-tier,STEM,Northeast,0,4,3,Large,Indeed,4,72,2,2,,
3.48,Mid-tier,STEM,Midwest,1,0,3,Large,Indeed,7,67,1,0,,
3.18,Lower-tier,Humanities,South,3,4,1,Large,Indeed,12,300,3,3,,
3.34,Lower-tier,Healthcare,Midwest,0,1,3,Large,Handshake,12,84,4,4,,
3.48,Lower-tier,STEM,South,0,1,3,Large,Handshake,11,51,3,2,,
2.97,Lower-tier,Business,Midwest,1,4,4,Large,Handshake,4,32,2,1,,
3.29,Mid-tier,Arts,Midwest,1,1,2,Large,Handshake,6,57,5,1,,
3.81,Mid-tier,STEM,Northeast,3,3,3,Small,Handshake,5,28,2,2,,
2.47,Mid-tier,Healthcare,Midwest,1,2,2,Medium,LinkedIn,4,18,1,0,,
3.51,Mid-tier,STEM,Midwest,0,3,4,Medium,LinkedIn,4,51,3,3,,
3.11,Mid-tier,Business,West,0,1,3,Medium,LinkedIn,9,72,7,4,,
3.61,Mid-tier,STEM,Northeast,0,1,4,Large,Handshake,9,5,0,0,,
2.86,Lower-tier,Healthcare,Northeast,1,2,2,Large,Handshake,8,5,1,1,,
3.19,Mid-tier,STEM,Northeast,0,2,5,Medium,Handshake,2,11,0,0,,
3.94,Mid-tier,STEM,West,2,2,6,Small,Handshake,2,11,2,1,,
3.64,Mid-tier,Humanities,West,1,4,2,Large,Indeed,2,40,0,0,,
3.4,Mid-tier,STEM,South,0,5,2,Medium,LinkedIn,6,11,0,0,,
3.29,Lower-tier,Healthcare,South,0,0,1,Large,LinkedIn,5,5,0,0,,
3.55,Top-tier,Humanities,Northeast,1,1,1,Large,Handshake,1,5,0,0,,
3.3,Lower-tier,Business,South,0,4,3,Medium,LinkedIn,3,15,1,0,,
3.29,Top-tier,Humanities,Northeast,3,1,4,Medium,Handshake,12,34,1,0,,
3.04,Lower-tier,STEM,West,2,0,5,Small,Handshake,5,35,2,2,,
2.79,Top-tier,STEM,West,0,2,1,Small,LinkedIn,11,44,0,0,,
3.44,Mid-tier,Business,Midwest,1,2,2,Medium,LinkedIn,3,29,2,2,,
4.0,Mid-tier,Business,Northeast,0,2,2,Medium,LinkedIn,1,13,1,0,,
3.52,Lower-tier,Healthcare,South,2,3,0,Small,Handshake,12,6,1,0,,
3.57,Mid-tier,STEM,Northeast,3,2,4,Large,Handshake,9,45,3,2,,
3.51,Mid-tier,STEM,South,1,1,4,Large,Handshake,2,5,0,0,,
2.93,Mid-tier,Business,Midwest,3,1,2,Medium,LinkedIn,11,78,3,3,,
3.68,Lower-tier,STEM,Northeast,1,2,0,Medium,Handshake,4,18,2,1,,
2.56,Lower-tier,Healthcare,Northeast,2,3,4,Medium,LinkedIn,6,44,2,0,,
3.57,Lower-tier,Business,Midwest,1,0,3,Small,LinkedIn,9,108,6,2,,
3.36,Lower-tier,Business,West,2,1,2,Medium,Handshake,1,9,0,0,,
2.77,Lower-tier,Humanities,West,1,2,2,Small,Handshake,6,5,1,0,,
2.58,Lower-tier,Business,Midwest,0,0,3,Large,Indeed,7,29,0,0,,
3.05,Mid-tier,STEM,Midwest,2,3,5,Small,Handshake,4,8,0,0,,
3.38,Lower-tier,Business,West,1,2,3,Small,LinkedIn,4,25,3,2,,
2.76,Lower-tier,STEM,Midwest,0,4,2,Small,Indeed,1,9,0,0,,
3.35,Mid-tier,Business,South,1,1,3,Small,LinkedIn,4,37,0,0,,
3.5,Lower-tier,STEM,Northeast,1,0,5,Medium,LinkedIn,6,64,3,1,,
3.63,Top-tier,Humanities,Midwest,3,1,8,Small,LinkedIn,8,42,3,1,,
3.89,Mid-tier,Humanities,West,3,5,1,Medium,LinkedIn,3,23,0,0,,
2.31,Mid-tier,STEM,Northeast,0,3,5,Large,Handshake,12,104,2,2,,
3.82,Mid-tier,Healthcare,Northeast,2,1,3,Medium,Handshake,2,8,2,1,,
2.51,Mid-tier,STEM,Northeast,2,1,5,Large,Indeed,3,45,0,0,,
2.5,Lower-tier,STEM,South,1,6,7,Large,Handshake,8,40,0,0,,
3.45,Lower-tier,Business,Midwest,1,2,2,Medium,Handshake,3,11,1,0,,
2.98,Mid-tier,Arts,West,0,3,2,Large,Indeed,2,24,0,0,,
2.93,Mid-tier,STEM,West,1,3,1,Medium,LinkedIn,1,7,0,0,,
3.08,Mid-tier,Business,West,1,3,2,Large,LinkedIn,11,111,1,0,,
2.95,Top-tier,Humanities,Northeast,0,3,1,Large,Indeed,8,86,2,1,,
3.71,Mid-tier,Humanities,Northeast,3,2,3,Medium,Indeed,9,118,2,0,,
3.1,Mid-tier,Humanities,Midwest,1,2,1,Small,Indeed,9,148,8,2,,
3.07,Mid-tier,STEM,South,1,0,5,Small,Handshake,3,13,2,1,,
2.46,Mid-tier,Healthcare,Northeast,2,1,6,Small,Handshake,5,19,2,2,,
3.39,Lower-tier,Business,Midwest,1,2,2,Large,Handshake,1,5,1,0,,
3.42,Mid-tier,STEM,Midwest,3,2,2,Large,LinkedIn,3,36,2,1,,
3.05,Lower-tier,Humanities,Midwest,0,0,2,Small,Indeed,10,80,2,1,,
3.28,Mid-tier,Business,Midwest,2,3,4,Medium,LinkedIn,2,7,0,0,,
3.19,Top-tier,STEM,West,0,0,3,Large,LinkedIn,1,5,2,1,,
2.98,Top-tier,Humanities,Midwest,1,4,2,Large,Handshake,12,96,8,2,,
3.07,Mid-tier,Healthcare,Midwest,1,3,2,Medium,LinkedIn,6,65,4,4,,
2.67,Mid-tier,STEM,West,1,1,0,Small,Handshake,8,34,2,2,,
2.79,Mid-tier,Humanities,West,1,0,1,Medium,Indeed,10,171,3,0,,
3.14,Lower-tier,Business,Northeast,1,3,4,Small,Handshake,12,58,2,1,,
3.02,Lower-tier,Healthcare,Midwest,0,3,7,Large,Handshake,10,91,7,4,,
2.74,Mid-tier,Arts,South,1,2,5,Large,LinkedIn,6,28,2,1,,
2.97,Mid-tier,Humanities,South,3,0,0,Large,Indeed,6,81,1,0,,
2.92,Mid-tier,Healthcare,South,2,0,2,Large,LinkedIn,7,49,2,2,,
3.08,Mid-tier,Business,South,1,6,4,Medium,LinkedIn,8,64,2,0,,
