GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received
2.99,Lower-tier,Healthcare,Midwest,1,1,3,Large,Handshake,11,56,5,4,0
3.19,Mid-tier,STEM,South,0,3,1,Medium,Handshake,5,39,0,0,0
2.86,Mid-tier,STEM,South,2,2,4,Medium,Handshake,12,80,6,3,0
4.0,Mid-tier,Business,Northeast,0,2,2,Medium,LinkedIn,8,57,0,0,0
3.04,Mid-tier,Humanities,Northeast,0,1,5,Large,Handshake,9,51,4,2,0
3.15,Mid-tier,Healthcare,Midwest,0,1,2,Large,Indeed,10,231,1,1,0
2.76,Lower-tier,Business,South,2,6,2,Medium,Handshake,3,17,3,0,0
2.77,Lower-tier,STEM,Midwest,0,4,3,Small,LinkedIn,5,18,2,1,0
3.1,Mid-tier,STEM,West,0,5,7,Large,Indeed,3,24,0,0,0
3.88,Lower-tier,Arts,Northeast,2,3,2,Medium,Handshake,5,25,0,0,0
2.73,Lower-tier,Healthcare,Northeast,1,1,3,Large,Indeed,3,44,1,1,0
3.44,Mid-tier,STEM,Midwest,2,2,2,Medium,Handshake,4,23,3,0,0
4.0,Mid-tier,Healthcare,South,3,3,4,Large,LinkedIn,11,58,2,1,1
2.92,Mid-tier,Humanities,Northeast,0,1,2,Medium,Indeed,12,158,2,2,0
4.0,Mid-tier,Business,Midwest,2,3,2,Small,LinkedIn,8,81,5,1,1
3.2,Mid-tier,Arts,Northeast,3,2,4,Small,Handshake,6,5,2,2,1
3.04,Lower-tier,Business,West,1,1,4,Large,LinkedIn,8,65,3,1,1
3.16,Top-tier,Humanities,South,2,4,2,Medium,LinkedIn,4,38,3,1,0
3.41,Top-tier,Business,West,1,3,1,Medium,Handshake,12,60,2,2,1
4.0,Top-tier,Business,Midwest,1,4,1,Medium,Handshake,5,32,2,0,0
4.0,Top-tier,Humanities,Midwest,0,6,0,Large,LinkedIn,12,146,6,5,1
3.04,Lower-tier,Business,South,0,1,2,Medium,Indeed,10,200,3,0,0
2.63,Lower-tier,Humanities,Northeast,1,1,3,Medium,Handshake,2,8,0,0,0
3.02,Mid-tier,STEM,Midwest,4,1,4,Small,Handshake,6,56,2,0,0
2.8,Top-tier,STEM,Northeast,2,1,0,Large,LinkedIn,3,14,0,0,0
2.76,Mid-tier,STEM,South,1,1,2,Large,LinkedIn,4,52,5,1,0
2.79,Mid-tier,Business,Midwest,0,2,4,Large,LinkedIn,4,33,2,0,0
3.06,Mid-tier,Business,West,1,1,4,Large,LinkedIn,4,25,2,1,0
3.33,Mid-tier,STEM,South,2,0,2,Large,LinkedIn,11,111,3,1,1
2.91,Mid-tier,STEM,West,1,2,2,Small,Handshake,9,57,3,0,0
3.12,Mid-tier,STEM,Northeast,1,3,4,Large,Handshake,8,60,6,2,0
3.21,Mid-tier,Business,Northeast,0,1,1,Small,Handshake,10,25,2,0,0
2.95,Top-tier,Humanities,Midwest,0,2,5,Medium,Handshake,10,36,2,2,1
3.31,Mid-tier,Healthcare,Midwest,1,4,2,Medium,Handshake,6,48,5,2,0
3.15,Mid-tier,STEM,South,2,2,4,Large,Indeed,10,165,0,0,0
3.39,Mid-tier,STEM,Midwest,2,4,2,Large,Handshake,11,69,9,1,0
2.78,Lower-tier,STEM,Midwest,0,5,0,Medium,LinkedIn,9,54,2,2,1
3.3,Lower-tier,STEM,West,0,1,4,Large,Handshake,1,5,1,0,0
3.04,Mid-tier,Healthcare,Midwest,1,3,1,Small,Handshake,1,5,0,0,0
3.19,Top-tier,Humanities,West,2,3,2,Large,LinkedIn,9,51,2,1,1
2.77,Mid-tier,Business,Midwest,1,4,2,Large,Indeed,8,162,6,3,0
3.91,Top-tier,Business,Midwest,2,5,1,Large,Indeed,8,58,0,0,0
3.0,Mid-tier,STEM,Midwest,2,0,2,Large,Indeed,10,116,2,0,0
3.6,Lower-tier,Arts,Northeast,0,2,4,Large,Indeed,5,76,1,0,0
3.21,Mid-tier,Business,South,0,2,2,Medium,LinkedIn,1,8,0,0,0
3.88,Mid-tier,STEM,Midwest,1,3,3,Large,Indeed,9,106,6,6,1
3.44,Mid-tier,Business,Northeast,2,2,3,Medium,LinkedIn,4,59,2,2,1
3.56,Mid-tier,STEM,South,0,2,2,Small,Indeed,6,73,4,4,1
3.05,Mid-tier,STEM,Midwest,0,3,2,Small,Handshake,3,14,2,2,1
3.37,Lower-tier,STEM,West,2,2,3,Large,Handshake,12,64,3,2,0
3.97,Mid-tier,Healthcare,Midwest,1,2,3,Medium,Handshake,3,16,2,2,1
3.25,Lower-tier,STEM,South,2,2,1,Medium,Indeed,10,113,2,0,0
2.58,Lower-tier,Business,Midwest,1,1,1,Medium,Indeed,6,142,2,1,0
2.82,Mid-tier,Healthcare,West,0,1,3,Medium,Handshake,5,27,2,1,0
2.83,Top-tier,Business,South,5,3,3,Large,LinkedIn,2,13,2,1,1
3.15,Top-tier,Business,Northeast,3,1,5,Medium,LinkedIn,4,54,3,2,0
2.78,Top-tier,Business,Northeast,2,1,0,Large,Handshake,10,81,8,4,0
3.52,Top-tier,STEM,Northeast,3,2,0,Medium,LinkedIn,11,100,4,4,1
2.2,Lower-tier,STEM,Midwest,1,2,3,Small,Handshake,8,18,1,1,0
3.76,Top-tier,STEM,Midwest,0,2,2,Large,LinkedIn,6,76,3,0,0
3.08,Mid-tier,STEM,Midwest,1,1,0,Medium,LinkedIn,8,101,3,1,0
2.8,Lower-tier,Business,West,2,4,1,Large,Handshake,7,18,2,2,1
2.68,Top-tier,STEM,Midwest,0,1,3,Medium,Handshake,6,14,0,0,0
2.88,Lower-tier,Healthcare,Northeast,0,5,2,Large,Handshake,3,6,1,0,0
2.95,Mid-tier,STEM,Northeast,1,1,5,Small,Handshake,5,45,2,1,0
3.16,Top-tier,STEM,Northeast,2,2,3,Small,LinkedIn,2,16,2,1,1
3.24,Lower-tier,Humanities,South,1,0,1,Large,Indeed,12,200,0,0,0
3.44,Mid-tier,Healthcare,West,0,4,3,Small,Handshake,2,18,2,0,0
3.06,Lower-tier,Business,Midwest,1,1,4,Medium,Handshake,5,39,2,1,1
3.08,Lower-tier,Business,West,2,1,6,Small,Indeed,2,22,0,0,0
3.03,Lower-tier,Humanities,Northeast,2,0,2,Medium,Indeed,6,83,0,0,0
2.62,Mid-tier,Healthcare,South,0,2,2,Small,Handshake,8,48,4,0,0
3.72,Mid-tier,Healthcare,South,0,1,2,Large,LinkedIn,8,73,2,1,0
3.29,Lower-tier,Healthcare,West,1,2,5,Medium,LinkedIn,1,5,0,0,0
3.51,Lower-tier,Humanities,Northeast,0,1,2,Medium,Handshake,7,54,6,2,0
3.07,Lower-tier,STEM,South,0,3,4,Medium,Handshake,1,5,0,0,0
3.56,Mid-tier,Business,South,3,0,2,Small,LinkedIn,5,54,3,3,1
2.95,Mid-tier,Business,Midwest,1,3,4,Medium,LinkedIn,12,102,3,1,1
3.45,Lower-tier,STEM,South,1,1,4,Medium,Handshake,1,5,2,0,0
3.37,Mid-tier,STEM,Midwest,1,0,3,Medium,Handshake,4,22,1,1,0
2.71,Lower-tier,Humanities,South,1,5,2,Large,LinkedIn,9,57,4,3,0
3.75,Lower-tier,Healthcare,Midwest,1,0,1,Small,Handshake,6,18,2,1,0
3.06,Mid-tier,Arts,Midwest,0,3,2,Medium,Handshake,4,8,0,0,0
3.78,Lower-tier,STEM,South,1,1,4,Medium,Handshake,1,5,0,0,0
2.89,Lower-tier,Healthcare,Midwest,0,1,5,Medium,LinkedIn,11,88,4,0,0
3.0,Top-tier,STEM,South,4,2,3,Small,LinkedIn,8,38,1,1,0
3.57,Lower-tier,Healthcare,West,0,3,2,Large,Indeed,11,122,0,0,0
2.95,Mid-tier,Business,South,0,2,1,Large,Handshake,7,33,4,1,0
2.84,Lower-tier,Healthcare,Midwest,3,2,2,Large,Indeed,8,184,0,0,0
3.29,Mid-tier,STEM,West,1,0,3,Medium,LinkedIn,9,91,4,2,1
4.0,Lower-tier,Business,Northeast,0,5,4,Small,LinkedIn,8,50,2,0,0
3.29,Mid-tier,Humanities,South,1,2,3,Large,Handshake,6,10,0,0,0
3.35,Top-tier,Humanities,Northeast,0,0,6,Large,LinkedIn,9,147,3,0,0
3.02,Lower-tier,Humanities,Midwest,0,5,4,Large,LinkedIn,2,23,0,0,0
3.97,Top-tier,STEM,Northeast,2,7,3,Small,LinkedIn,9,93,6,1,0
3.16,Mid-tier,STEM,Midwest,1,2,1,Large,Indeed,9,84,1,0,0
2.87,Lower-tier,STEM,Northeast,0,3,2,Small,Handshake,9,46,2,1,1
3.17,Lower-tier,Humanities,South,2,0,2,Large,LinkedIn,10,75,1,1,0
3.61,Mid-tier,Business,West,1,2,3,Medium,Handshake,9,75,6,3,0
3.43,Mid-tier,Humanities,West,0,4,3,Medium,LinkedIn,7,39,2,2,1
3.2,Mid-tier,Arts,South,0,2,2,Large,LinkedIn,2,12,0,0,0
3.22,Mid-tier,STEM,South,0,1,0,Medium,Indeed,5,80,0,0,0
3.25,Mid-tier,Business,Northeast,2,7,3,Large,LinkedIn,11,93,5,3,0
3.16,Lower-tier,STEM,South,2,1,6,Small,Handshake,12,96,4,4,1
2.87,Lower-tier,Business,Northeast,1,2,3,Medium,Indeed,5,49,3,1,1
3.13,Lower-tier,Business,Northeast,1,2,1,Small,Handshake,11,80,7,2,0
3.9,Lower-tier,Humanities,Northeast,1,1,2,Medium,Handshake,6,35,2,2,1
3.48,Top-tier,Business,Midwest,2,3,4,Large,Handshake,1,5,2,2,1
3.28,Mid-tier,Humanities,West,0,0,2,Medium,Indeed,7,114,1,0,0
3.58,Top-tier,STEM,West,2,0,6,Medium,LinkedIn,7,117,2,1,1
4.0,Mid-tier,Humanities,West,4,3,2,Large,LinkedIn,11,51,2,1,1
3.7,Mid-tier,STEM,South,2,1,3,Medium,Indeed,8,110,1,0,0
3.31,Lower-tier,Business,West,2,4,5,Medium,Indeed,2,28,0,0,0
3.5,Mid-tier,Business,Northeast,0,2,2,Large,Handshake,4,15,2,1,0
3.15,Top-tier,STEM,South,0,2,3,Medium,LinkedIn,5,48,2,0,0
3.37,Top-tier,STEM,Northeast,2,3,3,Large,Handshake,5,8,2,1,0
2.9,Lower-tier,Arts,Midwest,1,2,6,Medium,Indeed,3,45,0,0,0
3.65,Mid-tier,Humanities,South,1,4,2,Large,LinkedIn,9,63,3,0,0
4.0,Top-tier,Humanities,South,2,0,4,Large,Handshake,9,33,2,1,1
2.85,Top-tier,Healthcare,Midwest,1,3,4,Large,LinkedIn,7,32,4,1,0
3.43,Lower-tier,Healthcare,Northeast,2,2,5,Medium,Handshake,10,5,0,0,0
3.54,Top-tier,STEM,South,3,3,0,Large,Handshake,2,5,1,1,0
3.01,Lower-tier,Business,Midwest,1,3,3,Large,LinkedIn,12,36,1,0,0
4.0,Lower-tier,STEM,Northeast,1,1,2,Medium,Indeed,11,258,2,0,0
3.07,Top-tier,STEM,West,0,0,2,Small,LinkedIn,2,14,0,0,0
3.58,Top-tier,Business,Midwest,1,1,4,Medium,LinkedIn,7,107,6,1,1
2.9,Lower-tier,Arts,West,1,2,1,Medium,LinkedIn,8,82,0,0,0
3.17,Mid-tier,Humanities,Northeast,3,0,1,Medium,LinkedIn,6,36,2,1,1
3.2,Mid-tier,Business,Midwest,1,1,2,Large,Handshake,9,54,3,0,0
3.44,Lower-tier,Business,West,3,2,2,Medium,LinkedIn,7,45,2,1,1
3.33,Lower-tier,Humanities,Midwest,0,2,4,Medium,Indeed,2,33,0,0,0
3.63,Lower-tier,STEM,Northeast,0,4,4,Large,Handshake,12,32,0,0,0
2.96,Lower-tier,STEM,Northeast,0,1,2,Small,Handshake,1,5,0,0,0
3.51,Mid-tier,STEM,Midwest,1,0,3,Large,LinkedIn,7,71,4,2,1
3.2,Top-tier,Business,West,3,2,5,Large,Indeed,11,161,4,0,0
3.38,Lower-tier,Business,South,2,0,5,Large,Handshake,8,54,2,1,1
2.91,Mid-tier,Healthcare,Northeast,2,3,5,Medium,Handshake,5,25,3,1,0
3.18,Mid-tier,Business,West,1,2,7,Large,Handshake,11,93,5,1,1
2.51,Lower-tier,Business,West,2,2,6,Medium,Indeed,8,80,2,2,0
2.66,Top-tier,STEM,Northeast,0,3,1,Medium,Indeed,8,133,4,2,1
3.07,Mid-tier,Healthcare,Midwest,1,4,3,Medium,LinkedIn,11,113,2,2,0
3.55,Top-tier,Business,Midwest,2,1,1,Small,LinkedIn,2,13,2,2,1
3.53,Mid-tier,Humanities,South,0,4,2,Medium,Indeed,4,77,0,0,0
3.95,Top-tier,Business,Northeast,2,3,3,Large,Handshake,7,31,2,1,0
3.31,Top-tier,Humanities,South,2,3,2,Medium,Handshake,1,5,1,1,0
3.22,Top-tier,Business,Northeast,2,2,3,Medium,LinkedIn,2,12,2,2,1
3.02,Mid-tier,Business,Midwest,1,4,3,Large,LinkedIn,5,25,2,1,0
3.58,Lower-tier,STEM,Northeast,0,0,1,Medium,LinkedIn,11,150,6,1,0
2.96,Mid-tier,STEM,South,1,0,3,Large,Handshake,5,25,0,0,0
3.09,Lower-tier,Business,Northeast,3,4,2,Large,Indeed,7,36,1,0,0
3.01,Mid-tier,Arts,West,4,2,4,Small,Indeed,8,42,0,0,0
3.64,Mid-tier,Business,West,2,3,4,Medium,LinkedIn,10,101,7,0,0
3.43,Lower-tier,STEM,West,2,2,2,Medium,Indeed,7,115,5,5,1
3.44,Mid-tier,STEM,Midwest,0,1,5,Medium,LinkedIn,7,47,3,3,1
3.16,Lower-tier,Business,West,2,1,1,Medium,Indeed,1,15,0,0,0
2.91,Top-tier,Humanities,Northeast,2,4,4,Small,Indeed,9,105,0,0,0
3.19,Lower-tier,Humanities,South,0,4,2,Large,Indeed,10,178,2,0,0
3.14,Top-tier,Business,West,2,2,3,Medium,LinkedIn,1,5,0,0,0
3.51,Lower-tier,STEM,South,1,1,4,Medium,Handshake,1,8,2,1,0
2.79,Mid-tier,Healthcare,Northeast,0,3,4,Large,LinkedIn,3,23,2,0,0
3.33,Lower-tier,Humanities,West,0,2,7,Small,Handshake,5,28,0,0,0
3.57,Top-tier,STEM,Northeast,1,1,2,Medium,LinkedIn,9,60,3,2,1
3.76,Mid-tier,Business,West,3,2,5,Small,LinkedIn,3,38,2,2,1
3.47,Lower-tier,Business,West,1,2,6,Medium,Indeed,4,78,4,2,1
2.83,Mid-tier,Humanities,West,0,2,6,Large,Handshake,10,61,7,3,0
3.47,Mid-tier,STEM,South,0,4,2,Medium,Indeed,5,72,4,4,1
2.93,Lower-tier,STEM,West,1,3,6,Medium,Indeed,11,110,6,6,1
3.14,Mid-tier,Business,South,0,3,3,Large,LinkedIn,8,65,1,0,0
3.49,Mid-tier,STEM,Northeast,3,1,2,Medium,Handshake,8,38,2,2,1
3.68,Mid-tier,Humanities,South,2,2,3,Large,LinkedIn,3,20,0,0,0
3.02,Lower-tier,STEM,Northeast,1,1,7,Large,LinkedIn,10,103,7,2,0
2.87,Top-tier,STEM,West,2,3,3,Large,LinkedIn,12,96,3,2,1
3.02,Mid-tier,STEM,Northeast,3,3,3,Large,Handshake,3,19,2,2,1
2.68,Lower-tier,STEM,South,1,1,4,Large,Indeed,6,111,0,0,0
2.15,Lower-tier,Healthcare,Northeast,3,4,2,Medium,Handshake,2,9,0,0,0
3.42,Mid-tier,STEM,West,0,2,7,Large,LinkedIn,11,58,3,2,1
3.08,Mid-tier,Humanities,South,0,2,5,Small,Handshake,10,73,4,3,1
2.7,Mid-tier,STEM,West,2,0,1,Large,Indeed,5,70,0,0,0
3.11,Mid-tier,STEM,Northeast,3,1,1,Medium,Indeed,9,67,0,0,0
2.76,Mid-tier,Healthcare,South,3,1,3,Large,LinkedIn,4,12,1,1,0
3.39,Mid-tier,Humanities,South,0,1,5,Medium,Handshake,2,14,3,0,0
3.14,Mid-tier,Business,West,0,1,5,Large,Indeed,9,136,1,0,0
3.58,Top-tier,STEM,Midwest,1,1,3,Small,LinkedIn,12,136,3,3,1
3.0,Lower-tier,Humanities,Midwest,0,2,2,Large,Handshake,8,34,4,2,0
3.54,Lower-tier,Humanities,South,0,0,2,Large,LinkedIn,1,7,0,0,0
3.43,Lower-tier,Business,West,1,3,8,Large,Handshake,9,15,2,2,1
2.8,Mid-tier,Business,Northeast,1,2,3,Medium,Handshake,7,5,1,1,0
3.01,Mid-tier,Business,South,3,4,4,Medium,LinkedIn,11,80,2,2,1
3.35,Lower-tier,STEM,Midwest,0,0,2,Medium,LinkedIn,6,63,3,0,0
3.46,Lower-tier,Business,Northeast,2,2,4,Medium,Indeed,9,118,0,0,0
3.09,Mid-tier,Business,Midwest,2,1,2,Small,LinkedIn,7,94,4,4,1
3.35,Lower-tier,Humanities,South,2,0,5,Medium,LinkedIn,4,18,2,2,0
3.29,Lower-tier,Healthcare,South,0,2,8,Large,LinkedIn,4,28,0,0,0
3.55,Lower-tier,STEM,West,2,3,1,Small,Handshake,5,24,1,1,0
3.33,Lower-tier,Business,South,2,2,2,Small,Handshake,1,6,2,2,1
3.56,Mid-tier,Humanities,South,0,2,5,Large,Indeed,12,162,1,0,0
3.29,Mid-tier,Business,South,0,0,0,Small,Handshake,5,26,2,2,1
3.51,Lower-tier,Humanities,Midwest,0,4,3,Medium,LinkedIn,4,26,1,0,0
3.2,Lower-tier,Arts,South,2,3,3,Small,Handshake,4,11,0,0,0
3.14,Top-tier,STEM,Northeast,3,4,4,Large,Handshake,8,58,3,1,1
4.0,Top-tier,Healthcare,Midwest,2,3,6,Large,Handshake,9,9,2,1,1
3.48,Mid-tier,STEM,South,1,2,5,Large,Indeed,10,83,0,0,0
3.17,Lower-tier,STEM,South,0,2,6,Large,LinkedIn,6,44,2,0,0
3.23,Lower-tier,Healthcare,Midwest,0,3,3,Medium,LinkedIn,11,128,6,4,1
3.33,Mid-tier,STEM,Northeast,1,0,5,Medium,Indeed,3,29,1,0,0
2.73,Mid-tier,STEM,Midwest,0,4,2,Large,Indeed,7,79,1,0,0
3.33,Mid-tier,STEM,Northeast,0,3,2,Large,Handshake,5,14,2,1,1
2.83,Lower-tier,Business,Midwest,1,1,3,Large,Handshake,4,31,2,1,1
3.17,Lower-tier,STEM,Midwest,3,1,3,Medium,Indeed,8,93,0,0,0
3.25,Lower-tier,Humanities,West,0,2,5,Medium,LinkedIn,9,93,5,5,1
3.52,Mid-tier,Business,Northeast,1,3,2,Medium,Indeed,2,24,2,0,0
3.5,Mid-tier,STEM,South,2,3,4,Small,LinkedIn,1,6,0,0,0
4.0,Mid-tier,Humanities,West,2,2,5,Small,LinkedIn,4,36,1,0,0
2.91,Top-tier,Humanities,South,3,1,5,Medium,Handshake,2,5,2,1,1
3.57,Lower-tier,STEM,West,1,1,1,Large,Handshake,4,21,3,1,0
3.21,Lower-tier,Humanities,West,2,2,4,Large,Handshake,11,55,7,2,0
3.48,Lower-tier,Business,West,2,1,4,Large,LinkedIn,3,26,2,1,1
3.46,Lower-tier,Business,South,0,0,5,Medium,Indeed,8,102,1,1,0
3.06,Mid-tier,Business,Northeast,1,2,3,Medium,LinkedIn,12,84,4,0,0
3.71,Lower-tier,Healthcare,Northeast,1,2,1,Large,LinkedIn,6,46,2,2,1
3.48,Lower-tier,STEM,Northeast,0,2,6,Medium,Handshake,4,10,0,0,0
2.79,Lower-tier,STEM,Northeast,2,2,1,Small,Indeed,9,90,2,0,0
2.91,Mid-tier,STEM,South,2,4,2,Small,Indeed,4,44,0,0,0
3.46,Mid-tier,Humanities,Northeast,1,1,6,Large,LinkedIn,4,26,2,2,1
3.42,Top-tier,STEM,Midwest,0,2,2,Large,LinkedIn,10,93,1,0,0
2.78,Lower-tier,Healthcare,Midwest,0,1,1,Large,Indeed,8,156,1,0,0
2.82,Mid-tier,Humanities,Northeast,1,2,1,Small,Handshake,8,62,2,2,1
2.93,Mid-tier,Business,West,0,1,4,Medium,LinkedIn,10,15,1,1,0
2.41,Lower-tier,Business,West,4,1,5,Large,Indeed,1,12,0,0,0
3.14,Mid-tier,Business,Northeast,1,2,2,Large,Handshake,9,60,2,2,1
2.38,Mid-tier,Humanities,West,0,2,3,Large,Handshake,5,34,2,0,0
2.39,Top-tier,Business,South,0,3,4,Large,Handshake,12,60,4,3,1
3.28,Lower-tier,STEM,Midwest,1,4,1,Large,Handshake,9,48,4,2,0
3.46,Mid-tier,Arts,West,2,0,3,Medium,Handshake,5,15,2,1,1
3.28,Lower-tier,STEM,Northeast,1,1,7,Medium,Indeed,4,44,1,1,0
2.41,Mid-tier,Business,Midwest,1,4,6,Small,LinkedIn,11,100,2,0,0
3.96,Lower-tier,Arts,West,1,1,1,Large,Indeed,3,37,2,1,1
3.38,Mid-tier,Healthcare,Northeast,0,3,2,Small,Handshake,4,18,1,0,0
3.55,Mid-tier,STEM,Midwest,1,2,3,Medium,LinkedIn,11,34,2,1,1
3.88,Lower-tier,Business,Midwest,0,2,2,Large,LinkedIn,1,10,2,2,1
2.92,Mid-tier,Healthcare,West,3,5,2,Large,Handshake,10,21,2,2,1
3.15,Top-tier,Business,Midwest,1,0,1,Medium,Handshake,12,56,2,2,1
2.87,Top-tier,Business,Midwest,4,2,2,Large,LinkedIn,7,78,4,1,1
3.25,Lower-tier,STEM,Northeast,0,1,4,Large,Indeed,3,40,0,0,0
3.29,Mid-tier,STEM,West,2,2,3,Medium,Handshake,9,69,4,0,0
3.45,Lower-tier,STEM,Northeast,0,1,3,Medium,Indeed,9,106,2,0,0
3.44,Mid-tier,Arts,South,1,1,1,Medium,LinkedIn,8,70,2,1,0
3.09,Top-tier,Humanities,West,4,1,2,Large,Indeed,9,142,8,2,1
2.79,Top-tier,STEM,South,2,0,3,Small,Handshake,2,11,2,1,1
3.43,Mid-tier,Healthcare,West,0,1,2,Large,Handshake,4,26,2,0,0
3.82,Mid-tier,STEM,South,3,2,0,Small,Indeed,7,155,1,0,0
3.54,Mid-tier,Arts,South,1,1,1,Large,Indeed,11,247,3,0,0
3.69,Mid-tier,Humanities,Northeast,3,0,5,Large,Handshake,11,60,8,4,0
3.59,Lower-tier,STEM,South,0,0,4,Large,Handshake,5,44,2,2,1
3.34,Mid-tier,Healthcare,South,2,0,3,Medium,LinkedIn,3,23,0,0,0
3.19,Mid-tier,Business,West,0,0,1,Large,Handshake,12,60,2,2,1
3.75,Lower-tier,STEM,South,2,5,2,Small,Handshake,4,15,2,1,1
2.8,Mid-tier,Business,Midwest,2,2,2,Large,Handshake,4,14,1,0,0
3.11,Mid-tier,Business,West,3,2,5,Medium,Handshake,8,46,3,1,1
3.11,Lower-tier,Healthcare,Northeast,0,4,5,Large,Handshake,7,53,3,3,1
2.79,Lower-tier,Healthcare,Northeast,0,1,3,Small,Handshake,5,22,0,0,0
2.97,Top-tier,STEM,South,0,3,3,Small,LinkedIn,2,19,0,0,0
3.3,Lower-tier,Humanities,South,2,2,5,Medium,Handshake,2,7,0,0,0
3.24,Mid-tier,Business,Midwest,2,1,3,Medium,Indeed,9,178,3,2,0
3.14,Mid-tier,Healthcare,South,2,1,2,Medium,LinkedIn,4,23,2,1,1
3.68,Mid-tier,Healthcare,South,1,3,3,Large,LinkedIn,11,75,2,1,0
3.52,Lower-tier,Healthcare,Northeast,1,4,0,Small,Handshake,1,5,1,0,0
2.69,Mid-tier,STEM,South,0,3,4,Small,LinkedIn,4,40,0,0,0
2.78,Mid-tier,STEM,Midwest,1,0,3,Small,LinkedIn,10,86,7,1,0
3.15,Mid-tier,Business,Northeast,2,3,3,Medium,LinkedIn,6,72,2,1,0
3.51,Mid-tier,Business,South,0,0,2,Large,Indeed,2,35,1,0,0
2.94,Top-tier,Humanities,Northeast,1,5,1,Medium,Indeed,12,144,0,0,0
3.85,Top-tier,STEM,Northeast,1,2,4,Medium,Indeed,11,38,0,0,0
3.2,Top-tier,Business,South,1,1,3,Medium,Indeed,10,145,0,0,0
3.18,Mid-tier,Business,South,1,0,4,Medium,LinkedIn,11,62,1,0,0
3.0,Top-tier,Healthcare,Northeast,4,3,4,Medium,LinkedIn,9,49,3,3,1
3.34,Mid-tier,STEM,West,4,1,3,Small,Indeed,10,88,0,0,0
2.54,Mid-tier,Healthcare,South,0,5,5,Medium,LinkedIn,8,33,2,1,0
3.44,Mid-tier,STEM,South,1,0,2,Medium,Handshake,7,50,5,1,0
3.01,Lower-tier,Healthcare,Midwest,2,2,2,Large,LinkedIn,7,72,2,2,0
2.83,Mid-tier,Humanities,Northeast,1,4,5,Large,Handshake,11,18,2,1,0
3.32,Lower-tier,STEM,South,1,5,4,Large,LinkedIn,7,63,4,4,1
2.95,Mid-tier,Humanities,West,0,2,3,Large,LinkedIn,1,6,0,0,0
3.24,Mid-tier,Healthcare,West,0,0,4,Medium,Indeed,1,10,0,0,0
2.93,Top-tier,Arts,Northeast,2,0,5,Medium,Handshake,6,41,2,2,1
3.19,Mid-tier,Arts,Northeast,0,1,2,Medium,Indeed,2,26,0,0,0
2.58,Mid-tier,Business,South,0,0,5,Small,LinkedIn,11,185,5,2,0
2.8,Mid-tier,STEM,Northeast,0,0,8,Medium,Handshake,3,8,0,0,0
2.72,Top-tier,Business,West,1,1,2,Large,Handshake,2,8,0,0,0
3.57,Top-tier,STEM,Northeast,2,2,3,Large,Handshake,1,5,1,0,0
3.24,Mid-tier,Humanities,Midwest,3,4,3,Medium,Handshake,8,62,2,2,1
3.57,Mid-tier,Humanities,Midwest,0,2,6,Medium,Handshake,3,18,4,0,0
2.97,Mid-tier,Business,West,0,1,0,Small,LinkedIn,1,5,0,0,0
3.37,Mid-tier,STEM,West,0,1,3,Medium,LinkedIn,3,24,3,1,0
2.91,Lower-tier,STEM,West,4,0,4,Medium,Indeed,9,81,1,0,0
3.17,Top-tier,Humanities,Midwest,1,1,3,Large,Indeed,2,18,0,0,0
3.4,Lower-tier,STEM,Northeast,0,1,3,Medium,Indeed,9,129,0,0,0
3.08,Mid-tier,Humanities,West,0,1,3,Small,Indeed,4,82,2,1,1
2.51,Top-tier,Humanities,Northeast,1,2,3,Medium,Indeed,5,40,1,1,0
3.26,Lower-tier,Arts,Northeast,0,2,4,Medium,LinkedIn,8,32,0,0,0
3.6,Lower-tier,STEM,Northeast,1,2,2,Medium,Handshake,6,27,2,2,1
2.9,Top-tier,STEM,South,1,2,3,Small,LinkedIn,2,9,0,0,0
3.3,Mid-tier,STEM,Midwest,0,2,7,Medium,Handshake,6,39,4,0,0
2.93,Lower-tier,Humanities,South,0,3,1,Medium,Handshake,4,9,2,1,1
3.17,Lower-tier,Arts,Northeast,1,1,3,Medium,LinkedIn,2,15,2,2,1
3.31,Mid-tier,STEM,Midwest,1,3,5,Medium,Indeed,7,164,0,0,0
3.57,Mid-tier,Business,Midwest,3,0,2,Small,LinkedIn,11,135,3,3,1
3.02,Mid-tier,STEM,Midwest,2,4,3,Small,Handshake,11,49,2,1,1
3.16,Mid-tier,STEM,Midwest,2,2,3,Small,Handshake,4,26,2,2,1
2.93,Mid-tier,STEM,South,1,1,4,Large,Handshake,2,5,2,1,1
2.65,Mid-tier,STEM,South,1,4,3,Medium,LinkedIn,5,34,0,0,0
2.7,Mid-tier,STEM,South,0,3,1,Medium,Indeed,6,49,0,0,0
3.73,Lower-tier,Healthcare,South,2,1,2,Medium,Indeed,12,126,2,1,1
2.99,Top-tier,Business,South,3,2,3,Medium,Handshake,5,10,1,0,0
3.6,Mid-tier,Healthcare,West,1,3,3,Large,Indeed,4,78,2,1,0
3.27,Lower-tier,Business,West,0,1,5,Large,LinkedIn,11,75,2,0,0
3.34,Lower-tier,Humanities,West,1,2,1,Medium,Handshake,6,48,2,2,1
3.44,Mid-tier,Business,Northeast,2,3,5,Large,LinkedIn,7,37,2,2,1
